"","ID","ecs","tcr","rcp","pulse","cool","term","start","theta","alpha","delta","prob"
"348",348,13,11,"RCP45",20,31,2500,2075,14,0.00124,0.03,0.02
"349",349,29,19,"RCP6",50,2,2500,2025,8,0.00409,0.03,0.01
"350",350,26,9,"RCP6",60,33,2600,2050,19,0.0091,0.01,0.04
"351",351,61,13,"RCP3PD",90,7,2600,2050,9,0.00279,0.06,0.08
"352",352,51,29,"RCP3PD",40,1,2500,2075,9,0.00919,0.06,0.04
"353",353,16,16,"RCP3PD",50,18,2500,2050,22,0.00142,0.07,0.08
"354",354,23,12,"RCP3PD",10,36,2500,2075,11,0.00488,0.07,0.1
"355",355,39,21,"RCP3PD",20,27,2400,2100,9,0.01099,0,0.04
"356",356,23,21,"RCP3PD",100,37,2300,2075,24,0.00734,0,0.08
"357",357,47,12,"RCP3PD",30,2,2600,2025,23,0.0026,0.02,0.1
"358",358,16,12,"RCP6",30,11,2400,2050,13,0.01862,0.03,0.06
"359",359,40,35,"RCP3PD",10,34,2300,2075,25,0.00462,0.07,0.05
"360",360,27,21,"RCP85",80,2,2300,2025,11,0.00318,0.06,0.02
"361",361,33,22,"RCP45",40,40,2300,2025,20,0.00731,0.05,0.05
"362",362,51,25,"RCP6",90,32,2300,2100,20,0.00448,0,0
"363",363,60,22,"RCP3PD",60,4,2500,2025,6,0.01473,0.07,0.08
"364",364,27,23,"RCP45",20,7,2500,2075,19,0.00811,0,0.02
"365",365,47,12,"RCP6",100,30,2600,2075,17,0.00193,0.06,0.07
"366",366,39,22,"RCP45",10,27,2400,2050,12,0.00086,0.06,0.1
"367",367,30,28,"RCP6",50,14,2400,2025,10,0.00883,0.07,0.1
"368",368,29,10,"RCP3PD",100,37,2400,2025,16,0.01268,0,0.05
"369",369,15,18,"RCP3PD",80,0,2400,2075,12,0.0051,0.03,0.1
"370",370,43,14,"RCP3PD",40,6,2500,2100,21,0.00368,0.01,0.1
"371",371,31,16,"RCP45",80,10,2300,2100,22,0.00319,0.07,0.08
"372",372,38,23,"RCP6",70,39,2300,2025,18,0.00795,0.01,0.06
"373",373,10,15,"RCP85",30,39,2600,2075,21,0.00432,0,0.08
"374",374,19,29,"RCP6",30,38,2500,2075,41,0.00209,0.02,0.01
"375",375,9,39,"RCP85",70,25,2300,2050,23,0.00743,0.04,0.02
"376",376,59,33,"RCP3PD",20,14,2500,2075,16,0.00614,0.03,0.05
"377",377,50,10,"RCP85",70,39,2300,2100,19,0.00591,0.05,0
"378",378,17,17,"RCP45",70,37,2600,2075,23,0.02147,0,0.07
"379",379,11,30,"RCP6",60,30,2300,2025,30,0.00617,0.05,0.02
"380",380,56,27,"RCP6",10,26,2600,2100,20,0.00731,0,0.04
"381",381,46,14,"RCP3PD",100,20,2500,2050,19,0.01193,0.06,0.08
"382",382,56,18,"RCP6",100,27,2500,2100,25,0.00563,0.04,0.07
"383",383,25,25,"RCP3PD",30,17,2600,2100,8,0.01164,0.05,0.01
"384",384,67,23,"RCP45",50,21,2400,2050,10,0.01345,0.03,0.03
"385",385,13,18,"RCP45",100,34,2600,2075,22,0.00578,0.05,0.1
"386",386,24,35,"RCP45",100,28,2300,2050,10,0.01034,0.03,0.03
"387",387,23,14,"RCP85",30,11,2600,2100,13,0.01858,0.01,0.1
"388",388,23,14,"RCP85",100,18,2400,2075,27,0.01852,0.06,0.09
"389",389,26,29,"RCP3PD",70,38,2400,2100,8,0.00903,0.06,0.01
"390",390,24,18,"RCP3PD",100,22,2600,2025,10,0.00666,0.04,0.07
"391",391,27,33,"RCP85",2,18,2500,2075,12,0.00202,0.04,0.01
"392",392,27,20,"RCP3PD",10,0,2300,2075,15,0.01252,0.05,0.04
"393",393,26,12,"RCP6",40,16,2500,2050,24,0.00536,0.05,0
"394",394,55,29,"RCP85",100,12,2400,2025,19,0.01659,0.05,0.01
"395",395,36,18,"RCP45",2,28,2300,2050,11,0.01385,0.04,0.06
"396",396,58,17,"RCP3PD",40,1,2500,2025,16,0.01285,0.01,0.06
"397",397,36,9,"RCP85",60,14,2500,2025,5,0.00472,0.06,0
"398",398,23,18,"RCP85",2,15,2300,2050,8,0.00763,0.02,0.02
"399",399,16,9,"RCP85",50,16,2500,2075,11,0.00163,0,0.08
"400",400,26,11,"RCP6",100,17,2400,2075,41,0.00441,0.06,0.03
"401",401,39,15,"RCP45",80,9,2600,2025,15,0.00281,0.05,0.08
"402",402,21,11,"RCP6",20,3,2600,2050,12,0.01005,0,0.01
"403",403,28,12,"RCP85",10,9,2600,2025,24,0.00285,0.06,0.02
"404",404,77,16,"RCP45",20,5,2600,2050,12,0.01714,0.01,0.05
"405",405,11,27,"RCP85",80,35,2400,2050,16,0.00226,0.03,0.03
"406",406,19,13,"RCP45",30,16,2300,2050,13,0.00697,0.07,0.05
"407",407,169,16,"RCP85",60,20,2600,2075,15,0.00565,0.04,0.06
"408",408,30,19,"RCP6",90,26,2400,2025,10,0.01063,0.01,0.07
"409",409,47,39,"RCP45",100,12,2600,2025,19,0.02778,0.02,0
"410",410,34,19,"RCP85",80,28,2500,2025,6,0.00157,0.02,0.03
"411",411,42,12,"RCP45",90,5,2400,2075,23,0.00215,0.02,0.06
"412",412,52,13,"RCP45",60,21,2600,2075,15,0.0049,0.01,0.07
"413",413,24,12,"RCP6",2,10,2400,2075,20,0.00496,0.01,0.1
"414",414,15,28,"RCP85",2,35,2500,2075,15,0.00633,0.05,0.08
"415",415,35,10,"RCP85",80,38,2600,2050,12,0.00593,0.05,0.01
"416",416,33,25,"RCP6",50,18,2400,2075,13,0.01096,0.06,0.05
"417",417,19,31,"RCP6",60,37,2500,2025,18,0.00259,0.03,0.01
"418",418,22,12,"RCP3PD",90,34,2400,2050,10,0.0036,0.03,0.09
"419",419,14,26,"RCP45",100,30,2300,2100,26,0.00205,0.05,0.04
"420",420,39,15,"RCP6",70,24,2400,2100,14,0.00832,0.06,0.04
"421",421,28,22,"RCP3PD",80,13,2400,2025,25,0.00466,0.07,0.08
"422",422,19,14,"RCP6",50,6,2400,2025,22,0.01187,0,0.1
"423",423,46,13,"RCP85",40,28,2500,2025,23,0.01239,0.02,0.09
"424",424,46,21,"RCP85",40,23,2300,2025,24,0.0079,0.02,0.05
"425",425,78,42,"RCP3PD",100,34,2400,2025,20,0.00654,0.03,0.08
"426",426,21,59,"RCP85",10,11,2500,2100,19,0.0088,0.03,0
"427",427,19,13,"RCP6",70,22,2300,2100,11,0.00483,0.05,0.09
"428",428,15,13,"RCP6",100,28,2400,2075,25,0.02255,0,0.1
"429",429,34,17,"RCP85",2,39,2400,2050,22,0.00452,0.02,0.06
"430",430,39,17,"RCP6",100,2,2400,2100,19,0.01481,0.05,0.06
"431",431,44,14,"RCP3PD",30,33,2500,2100,24,0.00526,0.01,0.05
"432",432,49,19,"RCP85",70,4,2600,2100,16,0.02658,0.02,0
"433",433,38,17,"RCP85",60,0,2300,2100,13,0.00306,0,0.01
"434",434,45,15,"RCP45",10,4,2400,2025,12,0.00895,0.06,0.06
"435",435,44,18,"RCP6",90,3,2500,2075,16,0.00735,0.05,0.02
"436",436,46,21,"RCP6",40,9,2500,2050,13,0.01673,0.06,0.1
"437",437,43,20,"RCP3PD",10,39,2500,2100,33,0.00324,0,0.04
"438",438,47,22,"RCP85",20,2,2500,2075,23,0.0151,0.03,0.02
"439",439,16,34,"RCP3PD",80,28,2400,2075,34,0.0059,0.03,0.01
"440",440,33,15,"RCP3PD",100,36,2500,2025,10,0.00399,0.01,0.03
"441",441,24,17,"RCP3PD",70,34,2300,2025,8,0.01678,0.04,0.02
"442",442,40,16,"RCP45",40,34,2300,2100,20,0.01427,0.04,0.03
"443",443,23,15,"RCP6",60,24,2500,2025,6,0.0134,0,0.02
"444",444,20,20,"RCP6",40,37,2600,2100,7,0.00907,0.04,0.06
"445",445,16,13,"RCP6",60,16,2500,2075,13,0.00695,0.01,0.05
"446",446,22,15,"RCP6",90,14,2300,2050,16,0.00431,0.05,0.1
"447",447,23,28,"RCP45",50,39,2600,2050,15,0.01786,0.02,0.07
"448",448,30,21,"RCP3PD",30,2,2400,2050,15,0.01648,0.01,0.05
"449",449,49,12,"RCP45",70,32,2600,2025,24,0.00338,0.02,0.09
"450",450,26,19,"RCP45",2,30,2600,2025,15,0.00824,0,0.1
"451",451,21,11,"RCP6",30,2,2500,2025,13,0.00615,0.02,0.08
"452",452,32,29,"RCP6",10,31,2600,2025,12,0.00133,0.03,0
"453",453,53,24,"RCP45",30,38,2500,2100,14,0.00426,0.03,0.04
"454",454,20,20,"RCP6",2,6,2400,2050,23,0.01239,0.05,0.06
"455",455,57,20,"RCP6",100,19,2400,2025,14,0.00298,0.05,0.09
"456",456,26,15,"RCP6",70,26,2400,2075,14,0.00766,0.01,0.03
"457",457,22,14,"RCP45",2,27,2500,2100,17,0.00798,0.07,0.04
"458",458,74,10,"RCP3PD",30,16,2300,2050,16,0.01036,0.01,0.05
"459",459,29,10,"RCP45",20,20,2300,2050,22,0.01641,0,0.1
"460",460,70,15,"RCP85",90,31,2600,2100,22,0.0019,0.01,0.09
"461",461,33,24,"RCP6",80,2,2400,2025,26,0.00318,0.07,0.09
"462",462,58,18,"RCP85",10,18,2300,2025,16,0.00136,0.04,0.01
"463",463,56,42,"RCP6",20,25,2600,2050,14,0.02117,0.05,0.05
"464",464,65,24,"RCP3PD",80,35,2400,2075,11,0.00979,0.02,0
"465",465,45,9,"RCP45",90,26,2600,2025,14,0.00098,0,0.08
"466",466,19,13,"RCP45",20,13,2300,2050,24,0.00496,0.05,0.09
"467",467,28,32,"RCP3PD",80,36,2600,2075,21,0.00358,0.07,0.06
"468",468,47,24,"RCP6",20,33,2500,2050,15,0.00301,0.03,0.09
"469",469,20,17,"RCP85",30,23,2600,2025,16,0.00938,0,0.04
"470",470,21,15,"RCP3PD",60,4,2500,2025,25,0.03806,0.03,0.04
"471",471,31,18,"RCP3PD",80,27,2300,2075,13,0.02716,0.05,0.03
"472",472,26,20,"RCP45",2,12,2500,2025,16,0.00637,0.03,0.03
"473",473,40,12,"RCP3PD",40,38,2300,2050,14,0.00683,0.06,0.07
"474",474,27,13,"RCP3PD",10,7,2300,2050,13,0.00785,0.02,0.09
"475",475,31,14,"RCP6",2,27,2500,2050,32,0.01017,0.06,0.03
"476",476,31,15,"RCP85",90,23,2500,2025,29,0.00442,0.02,0.03
"477",477,32,24,"RCP6",100,12,2500,2050,11,0.0093,0.03,0.02
"478",478,16,15,"RCP3PD",40,0,2400,2050,17,0.00876,0.05,0
"479",479,34,18,"RCP45",90,33,2300,2075,11,0.00154,0.04,0.01
"480",480,14,32,"RCP6",90,29,2400,2025,14,0.0026,0,0.09
"481",481,25,15,"RCP6",40,36,2500,2100,20,0.00114,0.04,0.01
"482",482,44,15,"RCP45",100,8,2300,2050,9,0.00495,0.02,0.09
"483",483,62,18,"RCP6",20,25,2600,2075,13,0.00348,0.06,0.02
"484",484,56,15,"RCP6",30,16,2400,2100,24,0.00399,0.03,0.04
"485",485,25,25,"RCP85",50,2,2300,2050,12,0.00449,0,0.08
"486",486,51,23,"RCP3PD",10,16,2500,2075,7,0.00567,0.05,0.01
"487",487,73,25,"RCP6",50,3,2500,2100,20,0.00331,0.07,0.01
"488",488,44,27,"RCP3PD",60,8,2400,2075,12,0.00707,0.01,0.1
"489",489,23,18,"RCP85",50,6,2500,2025,14,0.00555,0,0.08
"490",490,15,18,"RCP3PD",60,10,2300,2025,12,0.00754,0.02,0.03
"491",491,34,16,"RCP3PD",10,12,2500,2075,24,0.00602,0.05,0.08
"492",492,61,12,"RCP6",90,21,2600,2025,18,0.02282,0.06,0.04
"493",493,12,36,"RCP3PD",90,23,2500,2100,11,0.0043,0.04,0
"494",494,39,12,"RCP3PD",50,35,2500,2100,31,0.00178,0.03,0.06
"495",495,44,20,"RCP3PD",40,36,2600,2075,7,0.02629,0.07,0.02
"496",496,39,21,"RCP85",40,30,2300,2050,13,0.01051,0,0.07
"497",497,32,24,"RCP45",60,4,2400,2025,15,0.02252,0,0.05
"498",498,30,15,"RCP6",80,11,2500,2075,15,0.01335,0,0.02
"499",499,18,21,"RCP3PD",20,34,2400,2075,19,0.00451,0.01,0.02
"500",500,12,21,"RCP3PD",80,13,2300,2025,15,0.00214,0.07,0.05
"501",501,20,11,"RCP45",40,26,2300,2025,33,0.00995,0.02,0.09
"502",502,25,21,"RCP3PD",30,31,2500,2100,20,0.00324,0.01,0.07
"503",503,17,32,"RCP45",2,1,2600,2025,15,0.00373,0.03,0.05
"504",504,20,22,"RCP45",2,35,2400,2100,14,0.02028,0.06,0.03
"505",505,15,28,"RCP6",20,36,2600,2100,12,0.0123,0,0.01
"506",506,28,12,"RCP45",80,10,2500,2050,16,0.00613,0.06,0.02
"507",507,28,28,"RCP3PD",50,20,2500,2050,22,0.01286,0.02,0.05
"508",508,61,19,"RCP85",10,0,2500,2100,20,0.00449,0.07,0.07
"509",509,73,20,"RCP6",90,7,2400,2025,7,0.00917,0,0.06
"510",510,33,18,"RCP3PD",90,29,2600,2100,16,0.01119,0.01,0.04
"511",511,43,21,"RCP85",100,6,2300,2050,25,0.01656,0,0.05
"512",512,78,17,"RCP6",10,36,2500,2100,16,0.00155,0.02,0.04
"513",513,40,42,"RCP85",10,30,2500,2025,12,0.00844,0.01,0.02
"514",514,58,39,"RCP45",40,2,2600,2075,10,0.00806,0.07,0.05
"515",515,26,28,"RCP85",30,11,2600,2100,29,0.01158,0.01,0.06
"516",516,20,17,"RCP6",2,18,2300,2025,14,0.01129,0,0.01
"517",517,57,10,"RCP85",50,6,2400,2025,11,0.00628,0.05,0.06
"518",518,29,37,"RCP6",2,20,2400,2100,20,0.00604,0.04,0.08
"519",519,48,28,"RCP85",10,21,2400,2025,19,0.01178,0.06,0.07
"520",520,30,13,"RCP45",50,16,2400,2100,12,0.00263,0.07,0.02
"521",521,31,19,"RCP45",10,25,2400,2025,15,0.00289,0.07,0.01
"522",522,41,28,"RCP85",60,36,2500,2025,14,0.00442,0.06,0.03
"523",523,27,28,"RCP6",60,7,2300,2050,22,0.00484,0,0.07
"524",524,31,36,"RCP3PD",70,4,2600,2050,30,0.00258,0.06,0.07
"525",525,52,7,"RCP85",100,22,2500,2100,20,0.0147,0.07,0.01
"526",526,47,9,"RCP3PD",10,26,2500,2025,7,0.00733,0.02,0.01
"527",527,20,21,"RCP85",70,30,2600,2100,12,0.00365,0.04,0.01
"528",528,26,22,"RCP3PD",40,13,2600,2100,12,0.00141,0.06,0.01
"529",529,73,23,"RCP85",60,9,2400,2025,24,0.00633,0.07,0.09
"530",530,24,31,"RCP6",20,30,2500,2025,8,0.00696,0.04,0.04
"531",531,27,12,"RCP6",100,8,2300,2075,17,0.00255,0.05,0.08
"532",532,19,21,"RCP3PD",20,15,2500,2025,39,0.03277,0.02,0.05
"533",533,35,34,"RCP45",10,28,2500,2075,16,0.00901,0,0.01
"534",534,47,47,"RCP85",10,34,2600,2025,9,0.00426,0.03,0.04
"535",535,17,15,"RCP3PD",10,33,2500,2100,14,0.0103,0.07,0.03
"536",536,25,11,"RCP3PD",100,31,2600,2100,14,0.00382,0.06,0.09
"537",537,34,21,"RCP3PD",50,5,2600,2075,10,0.00833,0.04,0.03
"538",538,33,7,"RCP6",90,5,2600,2050,9,0.01639,0.06,0
"539",539,27,22,"RCP6",100,25,2300,2025,27,0.01076,0.01,0.04
"540",540,18,18,"RCP6",80,17,2300,2050,7,0.00399,0.04,0.02
"541",541,50,22,"RCP6",50,17,2500,2075,22,0.00161,0.05,0
"542",542,32,11,"RCP3PD",30,20,2400,2025,15,0.01357,0.01,0
"543",543,12,15,"RCP6",70,18,2600,2025,12,0.00736,0.04,0.02
"544",544,38,16,"RCP3PD",70,12,2600,2075,19,0.02397,0.01,0.08
"545",545,22,21,"RCP3PD",100,29,2600,2100,9,0.00457,0,0.09
"546",546,48,6,"RCP3PD",2,31,2400,2100,12,0.02149,0.07,0
"547",547,72,24,"RCP3PD",80,19,2400,2075,11,0.02701,0.01,0.03
"548",548,33,9,"RCP85",30,39,2300,2025,16,0.00913,0.04,0.02
"549",549,63,15,"RCP45",2,5,2600,2075,17,0.00093,0.04,0.06
"550",550,21,26,"RCP3PD",70,39,2500,2050,21,0.00134,0.01,0.06
"551",551,32,25,"RCP45",40,10,2400,2050,23,0.00199,0.04,0.06
"552",552,24,15,"RCP85",80,10,2600,2050,24,0.00222,0.03,0.09
"553",553,29,17,"RCP6",50,35,2500,2050,20,0.01743,0.01,0.03
"554",554,30,14,"RCP85",90,30,2300,2075,23,0.00845,0.07,0.1
"555",555,46,35,"RCP6",10,14,2300,2025,9,0.0053,0.07,0.01
"556",556,18,27,"RCP85",90,3,2600,2075,17,0.00425,0,0.04
"557",557,48,14,"RCP85",50,9,2500,2050,20,0.00789,0.03,0
"558",558,30,21,"RCP85",2,25,2600,2075,15,0.00215,0.03,0.08
"559",559,48,11,"RCP6",100,28,2500,2025,14,0.01125,0.02,0
"560",560,58,38,"RCP6",2,15,2300,2050,19,0.00349,0.03,0.04
"561",561,81,17,"RCP3PD",2,26,2600,2100,11,0.00738,0.01,0.05
"562",562,26,24,"RCP45",90,23,2400,2050,9,0.01777,0,0.1
"563",563,25,13,"RCP3PD",20,21,2400,2050,12,0.00528,0.02,0.08
"564",564,21,25,"RCP85",100,9,2300,2100,8,0.00895,0.02,0.07
"565",565,27,22,"RCP45",70,1,2500,2100,9,0.00311,0.03,0.06
"566",566,33,26,"RCP6",40,31,2400,2050,24,0.00555,0,0.01
"567",567,26,15,"RCP6",100,28,2600,2100,26,0.00489,0.01,0.03
"568",568,27,14,"RCP45",60,37,2500,2100,8,0.00802,0.05,0
"569",569,24,14,"RCP3PD",70,22,2600,2050,13,0.00261,0.03,0
"570",570,16,15,"RCP6",60,6,2300,2050,9,0.00679,0.03,0.01
"571",571,49,12,"RCP3PD",60,29,2400,2075,17,0.004,0,0.01
"572",572,12,25,"RCP45",80,20,2400,2075,15,9e-04,0.05,0.02
"573",573,21,18,"RCP3PD",90,34,2500,2075,26,0.01056,0.01,0.1
"574",574,33,11,"RCP6",90,34,2400,2075,7,0.0299,0.07,0.08
"575",575,27,9,"RCP6",90,18,2600,2025,22,0.0029,0,0.08
"576",576,40,29,"RCP6",70,20,2400,2025,9,0.00847,0.05,0.1
"577",577,39,14,"RCP45",70,20,2500,2050,11,0.00664,0.06,0.01
"578",578,45,13,"RCP3PD",70,28,2300,2025,17,0.01472,0.07,0.07
"579",579,32,12,"RCP3PD",40,9,2600,2050,8,0.01172,0.03,0.03
"580",580,41,20,"RCP3PD",60,2,2500,2025,14,0.00486,0.04,0.02
"581",581,24,22,"RCP6",2,4,2600,2025,17,0.00525,0.06,0.01
"582",582,22,31,"RCP3PD",30,31,2400,2075,13,0.00127,0.02,0
"583",583,26,30,"RCP6",80,39,2300,2050,11,0.01406,0.05,0.09
"584",584,29,15,"RCP3PD",30,14,2400,2075,17,0.00454,0,0.01
"585",585,15,30,"RCP45",90,34,2500,2100,15,0.00495,0.04,0
"586",586,68,25,"RCP6",10,16,2300,2100,19,0.00698,0,0.05
"587",587,30,23,"RCP45",100,38,2400,2050,11,0.0151,0.06,0.04
"588",588,31,16,"RCP6",80,6,2600,2100,7,0.00974,0.01,0.05
"589",589,35,44,"RCP45",50,8,2300,2075,21,0.00162,0.05,0.01
"590",590,15,18,"RCP85",30,37,2400,2050,11,0.01015,0.01,0.07
"591",591,14,34,"RCP6",20,33,2300,2075,12,0.00338,0.03,0.1
"592",592,131,25,"RCP45",20,36,2600,2075,13,0.004,0.07,0.04
"593",593,17,18,"RCP3PD",40,2,2600,2100,11,0.00822,0.04,0
"594",594,59,28,"RCP3PD",20,12,2300,2100,8,0.01992,0.01,0.01
"595",595,19,34,"RCP85",80,26,2600,2075,18,0.00656,0.05,0
"596",596,53,22,"RCP6",70,12,2500,2075,7,0.00178,0.03,0
"597",597,13,19,"RCP45",60,0,2400,2025,16,0.00368,0.05,0.09
"598",598,21,25,"RCP85",80,32,2400,2100,17,0.00349,0,0.09
"599",599,27,19,"RCP45",30,36,2400,2100,15,0.00413,0.06,0.06
"600",600,17,18,"RCP45",60,10,2300,2025,15,0.00581,0.07,0.05
"601",601,38,15,"RCP85",40,38,2400,2100,18,0.00941,0.01,0.06
"602",602,47,21,"RCP3PD",90,32,2500,2050,12,0.00792,0.02,0.07
"603",603,42,11,"RCP3PD",60,26,2600,2100,25,0.01144,0.02,0.1
"604",604,16,19,"RCP85",40,30,2400,2050,13,0.00479,0.04,0.04
"605",605,56,27,"RCP85",2,6,2300,2075,19,0.00327,0.06,0.02
"606",606,44,23,"RCP6",70,7,2300,2075,15,0.00182,0.04,0.07
"607",607,12,41,"RCP85",30,9,2400,2025,19,0.01856,0.06,0.01
"608",608,76,18,"RCP6",20,37,2300,2025,12,0.00329,0.01,0.06
"609",609,27,17,"RCP45",40,39,2300,2050,12,0.0041,0.03,0.04
"610",610,31,43,"RCP45",2,18,2400,2100,12,0.00797,0.02,0.05
"611",611,29,22,"RCP6",70,14,2600,2025,26,0.00378,0.05,0.09
"612",612,17,20,"RCP85",60,32,2300,2025,14,0.00857,0.07,0.03
"613",613,20,15,"RCP3PD",100,28,2500,2100,9,0.00229,0.02,0.1
"614",614,17,24,"RCP6",20,19,2600,2100,15,0.00318,0.02,0.02
"615",615,34,16,"RCP3PD",30,34,2500,2075,17,0.01216,0.01,0.03
"616",616,45,17,"RCP45",80,25,2400,2100,16,0.00745,0.04,0.06
"617",617,49,19,"RCP85",50,18,2300,2025,10,0.00483,0.07,0.09
"618",618,48,30,"RCP45",60,4,2400,2050,4,0.01352,0.02,0.03
"619",619,11,24,"RCP3PD",80,40,2500,2025,27,0.01584,0.04,0.03
"620",620,8,16,"RCP85",10,1,2300,2100,8,0.00582,0.03,0.06
"621",621,61,23,"RCP3PD",100,16,2300,2025,7,0.02241,0.06,0.03
"622",622,23,9,"RCP45",100,11,2400,2025,14,0.00511,0.06,0.07
"623",623,22,14,"RCP3PD",2,18,2600,2075,12,0.00396,0.07,0.04
"624",624,25,26,"RCP6",60,19,2400,2025,12,0.00624,0.05,0.05
"625",625,60,10,"RCP3PD",10,8,2400,2075,25,0.00212,0.07,0.09
"626",626,51,27,"RCP85",10,33,2500,2025,19,0.00125,0.02,0.07
"627",627,25,13,"RCP3PD",70,20,2500,2050,18,0.00151,0.06,0.08
"628",628,48,19,"RCP85",20,27,2400,2025,6,0.00496,0.05,0.07
"629",629,34,12,"RCP45",80,15,2600,2050,15,0.00528,0.02,0.07
"630",630,44,7,"RCP3PD",90,20,2500,2100,11,0.0147,0,0.03
"631",631,16,15,"RCP6",2,6,2500,2025,8,0.00522,0.07,0.1
"632",632,58,11,"RCP6",30,9,2400,2025,14,0.00407,0,0.03
"633",633,8,20,"RCP3PD",80,40,2500,2100,11,0.00641,0.05,0.04
"634",634,36,25,"RCP85",70,23,2400,2075,11,0.02668,0.02,0.08
"635",635,62,34,"RCP3PD",50,14,2400,2050,22,0.00187,0.04,0.07
"636",636,40,14,"RCP45",80,31,2500,2050,17,0.00182,0.01,0.09
"637",637,9,11,"RCP45",2,6,2400,2025,14,0.00236,0.01,0.04
"638",638,30,26,"RCP3PD",20,32,2500,2025,12,0.00668,0.02,0.02
"639",639,151,27,"RCP85",20,9,2400,2100,17,0.00848,0.03,0
"640",640,27,18,"RCP85",30,36,2300,2050,13,0.00386,0.03,0.05
"641",641,21,21,"RCP45",80,20,2300,2100,14,0.0029,0.04,0.05
"642",642,15,21,"RCP6",100,3,2600,2100,46,0.00352,0,0.1
"643",643,13,41,"RCP85",2,38,2400,2100,25,0.0153,0.07,0.04
"644",644,69,18,"RCP45",50,17,2600,2100,13,0.00499,0.01,0.08
"645",645,39,19,"RCP45",70,22,2600,2100,9,0.01474,0.04,0.06
"646",646,31,10,"RCP3PD",80,21,2400,2100,12,0.00315,0.05,0.08
"647",647,16,17,"RCP85",70,6,2400,2050,49,0.00299,0.06,0
"648",648,31,8,"RCP6",100,4,2300,2075,13,0.00267,0.01,0.05
"649",649,54,14,"RCP6",90,21,2500,2050,13,0.00652,0.01,0.09
"650",650,38,18,"RCP3PD",70,18,2300,2100,17,0.01409,0.01,0.05
"651",651,34,21,"RCP85",70,39,2500,2025,17,0.00313,0.07,0.02
"652",652,17,15,"RCP45",50,7,2600,2075,16,0.01067,0.02,0.08
"653",653,59,24,"RCP6",90,18,2300,2025,18,0.01184,0.03,0.1
"654",654,67,12,"RCP45",40,35,2400,2025,13,0.01142,0.03,0
"655",655,33,17,"RCP45",10,2,2400,2075,9,0.00809,0,0.08
"656",656,17,13,"RCP3PD",90,27,2400,2050,7,0.00524,0.04,0
"657",657,22,26,"RCP85",60,37,2400,2050,8,0.00473,0.05,0.08
"658",658,26,16,"RCP45",100,13,2400,2025,12,0.00303,0.04,0.05
"659",659,33,17,"RCP45",2,1,2400,2025,18,0.0112,0.04,0.06
"660",660,27,20,"RCP6",80,38,2400,2100,10,0.00329,0.02,0.08
"661",661,10,17,"RCP85",90,33,2500,2025,20,0.00463,0.04,0.08
"662",662,46,11,"RCP3PD",30,37,2300,2050,18,0.00601,0.03,0.07
"663",663,37,16,"RCP6",30,6,2300,2050,20,0.00707,0.05,0.08
"664",664,38,40,"RCP45",40,10,2400,2100,14,0.00637,0.07,0.05
"665",665,7,14,"RCP45",70,14,2300,2050,33,0.00283,0.05,0.05
"666",666,29,16,"RCP85",40,24,2400,2050,8,0.00478,0.05,0.06
"667",667,25,23,"RCP85",40,35,2500,2075,14,0.00593,0.03,0.02
"668",668,25,9,"RCP45",50,32,2600,2025,7,0.00839,0,0.1
"669",669,13,35,"RCP45",60,20,2400,2050,17,0.02691,0.05,0.01
"670",670,57,7,"RCP6",100,18,2300,2025,14,0.01221,0.05,0.07
"671",671,27,18,"RCP85",60,17,2400,2075,19,0.00438,0.05,0.04
"672",672,26,18,"RCP85",20,22,2600,2050,8,0.00523,0.04,0.05
"673",673,28,20,"RCP3PD",80,27,2300,2075,14,0.00811,0.02,0.04
"674",674,47,19,"RCP3PD",20,38,2300,2075,10,0.00618,0.05,0.07
"675",675,20,15,"RCP45",10,10,2400,2050,18,0.01823,0.03,0.07
"676",676,16,22,"RCP3PD",50,22,2500,2075,21,0.01015,0.04,0.05
"677",677,19,12,"RCP45",2,29,2500,2025,16,0.0105,0.06,0
"678",678,41,9,"RCP85",20,36,2300,2025,12,0.00322,0.03,0.1
"679",679,23,24,"RCP3PD",60,21,2600,2025,16,0.00679,0,0.04
"680",680,33,19,"RCP3PD",70,6,2400,2050,25,0.00435,0.05,0.08
"681",681,28,24,"RCP3PD",30,32,2300,2100,19,0.00718,0.04,0.1
"682",682,19,36,"RCP45",80,18,2400,2025,14,0.00943,0.02,0.06
"683",683,78,25,"RCP6",70,14,2500,2100,12,0.00323,0.02,0.02
"684",684,46,31,"RCP45",50,6,2400,2100,18,0.00658,0.01,0.1
"685",685,23,56,"RCP6",100,13,2300,2100,27,0.00552,0,0.1
"686",686,41,27,"RCP85",50,11,2400,2100,8,0.00251,0,0.03
"687",687,27,26,"RCP6",20,28,2600,2100,23,0.00312,0.03,0.01
"688",688,28,14,"RCP6",2,28,2600,2025,18,0.00703,0.03,0
"689",689,30,25,"RCP45",2,22,2400,2075,26,0.01285,0.03,0.03
"690",690,28,13,"RCP45",30,25,2300,2100,12,0.00738,0.06,0.02
"691",691,69,16,"RCP3PD",50,11,2600,2075,8,0.00357,0.04,0
"692",692,48,17,"RCP85",100,10,2600,2075,11,0.00087,0.03,0.03
"693",693,55,10,"RCP85",40,27,2400,2075,13,0.00182,0.01,0.02
"694",694,15,16,"RCP3PD",60,2,2400,2100,10,0.0044,0.02,0.09
"695",695,22,27,"RCP3PD",60,36,2400,2100,15,0.00949,0.01,0.04
